Frequency (Hz)	Level (dB)
4020.652771	-71.771919
4021.325684	-71.266228
4021.998596	-71.390076
4022.671509	-72.158546
4023.344421	-72.041313
4024.017334	-71.179268
4024.690247	-71.738281
4025.363159	-71.708000
4026.036072	-71.185875
4026.708984	-71.152634
4027.381897	-71.060699
4028.054810	-71.167961
4028.727722	-70.987480
4029.400635	-71.286888
4030.073547	-71.571793
4030.746460	-71.332268
4031.419373	-70.548355
4032.092285	-70.282410
4032.765198	-71.035751
4033.438110	-70.923454
4034.111023	-70.040627
4034.783936	-69.961586
4035.456848	-70.902489
4036.129761	-71.613823
4036.802673	-71.305588
4037.475586	-71.503723
4038.148499	-71.495300
4038.821411	-70.991440
4039.494324	-70.964279
4040.167236	-71.036858
4040.840149	-71.622505
4041.513062	-71.937317
4042.185974	-72.438187
4042.858887	-71.844406
4043.531799	-71.356407
4044.204712	-71.623840
4044.877625	-71.087059
4045.550537	-71.602287
4046.223450	-71.285385
4046.896362	-70.320930
4047.569275	-70.536148
4048.242188	-70.995209
4048.915100	-70.513481
4049.588013	-70.945633
4050.260925	-70.748276
4050.933838	-69.860886
4051.606750	-70.126022
4052.279663	-70.173409
4052.952576	-69.678558
4053.625488	-69.600479
4054.298401	-70.101044
4054.971313	-70.164406
4055.644226	-69.908424
4056.317139	-69.563332
4056.990051	-69.395767
4057.662964	-69.651390
4058.335876	-69.706642
4059.008789	-70.221909
4059.681702	-70.198380
4060.354614	-70.489342
4061.027527	-70.735870
4061.700439	-70.792328
4062.373352	-70.936409
4063.046265	-71.134842
4063.719177	-71.014412
4064.392090	-70.603439
4065.065002	-70.822281
4065.737915	-71.533669
4066.410828	-71.224213
4067.083740	-70.917564
4067.756653	-71.253662
4068.429565	-71.288094
4069.102478	-71.016151
4069.775391	-71.129662
4070.448303	-70.833611
4071.121216	-70.372902
4071.794128	-70.487778
4072.467041	-70.631714
4073.139954	-70.447975
4073.812866	-70.073303
4074.485779	-69.351311
4075.158691	-70.085144
4075.831604	-70.641457
4076.504517	-70.454834
4077.177429	-70.166748
4077.850342	-70.231499
4078.523254	-69.755226
4079.196167	-69.518524
4079.869080	-69.665192
4080.541992	-69.288986
4081.214905	-69.440155
4081.887817	-69.031975
4082.560730	-68.496391
4083.233643	-68.473625
4083.906555	-68.357918
4084.579468	-68.623016
4085.252380	-68.723503
4085.925293	-68.578033
4086.598206	-68.168137
4087.271118	-68.252846
4087.944031	-68.449799
4088.616943	-68.348106
4089.289856	-68.237968
4089.962769	-68.408379
4090.635681	-68.616119
4091.308594	-69.122360
4091.981506	-68.804733
4092.654419	-68.384430
4093.327332	-68.523438
4094.000244	-68.100281
4094.673157	-67.998260
4095.346069	-68.776718
4096.018982	-69.068993
4096.691895	-68.622124
4097.364807	-68.135269
4098.037720	-68.250870
4098.710632	-68.522758
4099.383545	-68.487679
4100.056458	-68.500244
4100.729370	-68.623886
4101.402283	-68.738571
4102.075195	-68.350632
4102.748108	-67.924957
4103.421021	-67.837006
4104.093933	-67.304230
4104.766846	-67.221298
4105.439758	-66.648956
4106.112671	-66.320915
4106.785583	-65.796043
4107.458496	-65.114746
4108.131409	-64.820084
4108.804321	-64.850807
4109.477234	-64.410278
4110.150146	-63.958279
4110.823059	-64.241417
4111.495972	-64.674156
4112.168884	-65.141403
4112.841797	-65.047310
4113.514709	-65.111290
4114.187622	-64.580147
4114.860535	-64.054497
4115.533447	-64.377151
4116.206360	-65.305901
4116.879272	-66.664680
4117.552185	-67.937477
4118.225098	-67.896729
4118.898010	-68.334373
4119.570923	-68.964783
4120.243835	-68.838760
4120.916748	-68.880295
4121.589661	-68.762360
4122.262573	-68.145355
4122.935486	-68.428055
4123.608398	-69.277763
4124.281311	-69.139282
4124.954224	-69.428978
4125.627136	-69.709457
4126.300049	-69.479759
4126.972961	-69.270050
4127.645874	-68.646912
4128.318787	-67.940521
4128.991699	-67.933556
4129.664612	-68.916779
4130.337524	-69.379326
4131.010437	-69.721771
4131.683350	-69.911354
4132.356262	-69.831528
4133.029175	-69.813316
4133.702087	-70.113770
4134.375000	-70.607857
4135.047913	-70.513153
4135.720825	-70.032120
4136.393738	-70.060493
4137.066650	-70.426292
4137.739563	-70.509460
4138.412476	-70.705276
4139.085388	-71.156937
4139.758301	-71.438057
4140.431213	-71.818878
4141.104126	-72.004120
4141.777039	-71.579361
4142.449951	-71.482368
4143.122864	-72.078232
4143.795776	-72.044975
4144.468689	-71.551285
4145.141602	-71.040123
4145.814514	-70.891876
4146.487427	-70.978600
4147.160339	-70.833366
4147.833252	-71.055443
4148.506165	-71.503891
4149.179077	-71.790283
4149.851990	-70.940353
4150.524902	-71.274551
4151.197815	-71.684303
4151.870728	-71.498528
4152.543640	-71.674026
4153.216553	-71.964706
4153.889465	-71.272873
4154.562378	-70.984596
4155.235291	-70.718460
4155.908203	-70.287277
4156.581116	-71.355560
4157.254028	-71.082809
4157.926941	-69.822639
4158.599854	-69.968468
4159.272766	-70.382530
4159.945679	-71.478500
4160.618591	-71.417503
4161.291504	-70.557983
4161.964417	-70.093590
4162.637329	-70.548950
4163.310242	-70.851547
4163.983154	-69.998848
4164.656067	-69.475204
4165.328979	-69.982109
4166.001892	-70.216217
4166.674805	-70.206863
4167.347717	-70.923340
4168.020630	-70.839302
4168.693542	-70.544708
4169.366455	-70.312889
4170.039368	-70.354034
4170.712280	-70.086617
4171.385193	-70.242317
4172.058105	-69.675430
4172.731018	-69.589806
4173.403931	-70.560944
4174.076843	-70.510559
4174.749756	-69.673607
4175.422668	-69.590378
4176.095581	-69.452553
4176.768494	-69.327606
4177.441406	-70.042885
4178.114319	-70.080872
4178.787231	-70.016945
4179.460144	-70.311058
4180.133057	-70.147163
4180.805969	-70.228401
4181.478882	-70.477592
4182.151794	-70.905716
4182.824707	-70.222054
4183.497620	-70.105225
4184.170532	-69.951797
4184.843445	-70.313805
4185.516357	-71.045464
4186.189270	-70.090553
4186.862183	-68.797989
4187.535095	-69.309624
4188.208008	-69.940582
4188.880920	-69.722450
4189.553833	-70.208450
4190.226746	-70.467903
4190.899658	-70.299309
4191.572571	-70.886826
4192.245483	-71.300995
4192.918396	-70.714218
4193.591309	-70.429848
4194.264221	-70.807755
4194.937134	-70.740700
4195.610046	-70.627876
4196.282959	-70.546738
4196.955872	-69.978867
4197.628784	-69.942955
4198.301697	-70.731087
4198.974609	-70.945389
4199.647522	-70.791840
4200.320435	-70.193863
4200.993347	-70.278755
4201.666260	-70.480408
4202.339172	-70.751205
4203.012085	-70.928650
4203.684998	-70.931145
4204.357910	-70.952065
4205.030823	-70.861420
4205.703735	-70.684921
4206.376648	-70.914375
4207.049561	-71.316833
4207.722473	-71.296272
4208.395386	-71.868889
4209.068298	-72.495544
4209.741211	-72.158180
4210.414124	-72.218498
4211.087036	-71.786430
4211.759949	-71.438911
4212.432861	-72.427567
4213.105774	-72.214714
4213.778687	-71.681000
4214.451599	-72.370674
4215.124512	-72.234154
4215.797424	-72.474174
4216.470337	-73.049728
4217.143250	-72.850365
4217.816162	-72.203705
4218.489075	-72.443550
4219.161987	-72.861191
4219.834900	-73.033585
4220.507813	-73.332321
4221.180725	-73.407562
4221.853638	-73.748390
4222.526550	-73.707466
4223.199463	-73.340591
4223.872375	-73.952492
4224.545288	-73.851151
4225.218201	-73.845100
4225.891113	-73.678642
4226.564026	-73.033272
4227.236938	-73.091812
4227.909851	-73.326706
4228.582764	-72.679359
4229.255676	-72.716232
4229.928589	-73.658730
4230.601501	-73.726669
4231.274414	-73.735962
4231.947327	-73.718330
4232.620239	-73.648148
4233.293152	-73.973572
4233.966064	-74.574928
4234.638977	-73.865410
4235.311890	-72.912926
4235.984802	-72.787239
4236.657715	-73.074318
4237.330627	-73.486252
4238.003540	-73.248428
4238.676453	-73.727272
4239.349365	-73.719398
4240.022278	-73.916008
4240.695190	-74.352806
4241.368103	-74.300880
4242.041016	-73.579353
4242.713928	-72.757286
4243.386841	-72.395660
4244.059753	-72.813789
4244.732666	-73.000290
4245.405579	-73.328674
4246.078491	-74.163429
4246.751404	-74.045464
4247.424316	-73.583000
4248.097229	-72.707123
4248.770142	-72.432014
4249.443054	-73.529236
4250.115967	-73.710098
4250.788879	-72.236275
4251.461792	-71.524162
4252.134705	-71.014801
4252.807617	-70.788612
4253.480530	-71.401649
4254.153442	-72.370384
4254.826355	-73.088646
4255.499268	-73.094528
4256.172180	-72.004738
4256.845093	-71.046310
4257.518005	-71.939148
4258.190918	-73.582062
4258.863831	-72.933922
4259.536743	-72.137459
4260.209656	-72.771721
4260.882568	-72.488998
4261.555481	-71.929810
4262.228394	-71.673485
4262.901306	-71.884003
4263.574219	-71.977577
4264.247131	-72.489220
4264.920044	-71.902946
4265.592957	-71.171768
4266.265869	-71.513512
4266.938782	-71.702431
4267.611694	-71.473732
4268.284607	-71.981621
4268.957520	-72.170441
4269.630432	-71.333809
4270.303345	-70.896416
4270.976257	-71.253571
4271.649170	-70.946869
4272.322083	-70.586731
4272.994995	-70.098793
4273.667908	-69.803452
4274.340820	-69.955757
4275.013733	-70.590698
4275.686646	-69.984344
4276.359558	-69.323013
4277.032471	-69.520554
4277.705383	-69.108536
4278.378296	-67.975876
4279.051208	-67.300850
4279.724121	-67.277466
4280.397034	-66.487167
4281.069946	-65.667290
4281.742859	-65.198746
4282.415771	-64.620140
4283.088684	-64.041245
4283.761597	-63.790501
4284.434509	-63.318146
4285.107422	-63.156937
4285.780334	-63.612942
4286.453247	-63.975330
4287.126160	-65.070114
4287.799072	-66.911560
4288.471985	-68.268440
4289.144897	-68.947182
4289.817810	-68.374817
4290.490723	-68.055222
4291.163635	-68.623398
4291.836548	-69.521698
4292.509460	-70.003387
4293.182373	-70.199707
4293.855286	-70.284485
4294.528198	-70.009354
4295.201111	-70.378654
4295.874023	-70.842743
4296.546936	-70.726318
4297.219849	-71.036919
4297.892761	-71.364098
4298.565674	-71.899040
4299.238586	-71.751877
4299.911499	-71.565575
4300.584412	-71.718567
4301.257324	-71.774345
4301.930237	-72.003334
4302.603149	-72.036743
4303.276062	-71.921356
4303.948975	-71.762749
4304.621887	-71.465233
4305.294800	-71.093651
4305.967712	-71.651817
4306.640625	-72.320892
4307.313538	-71.713799
4307.986450	-71.035988
4308.659363	-71.745056
4309.332275	-72.042030
4310.005188	-72.158226
4310.678101	-71.667015
4311.351013	-71.426353
4312.023926	-72.253899
4312.696838	-72.048927
4313.369751	-70.801445
4314.042664	-70.945992
4314.715576	-71.897354
4315.388489	-72.466026
4316.061401	-72.504318
4316.734314	-72.693886
4317.407227	-71.754181
4318.080139	-71.557823
4318.753052	-71.681953
4319.425964	-72.180466
4320.098877	-72.353416
4320.771790	-72.021378
4321.444702	-72.334198
4322.117615	-72.694115
4322.790527	-72.809067
4323.463440	-72.545692
4324.136353	-72.158302
4324.809265	-72.205566
4325.482178	-72.433983
4326.155090	-72.542236
4326.828003	-71.973091
4327.500916	-71.388222
4328.173828	-71.237480
4328.846741	-71.886017
4329.519653	-71.725685
4330.192566	-71.636536
4330.865479	-71.450546
4331.538391	-71.361115
4332.211304	-71.642609
4332.884216	-71.811508
4333.557129	-71.363518
4334.230042	-71.403351
4334.902954	-71.619118
4335.575867	-70.809692
4336.248779	-70.908592
4336.921692	-71.177559
4337.594604	-71.092728
4338.267517	-70.964462
4338.940430	-71.068909
4339.613342	-70.699783
4340.286255	-70.564507
4340.959167	-71.037415
4341.632080	-70.570251
4342.304993	-70.507210
4342.977905	-70.913467
4343.650818	-70.803894
4344.323730	-70.380730
4344.996643	-70.810020
4345.669556	-71.091476
4346.342468	-70.726089
4347.015381	-71.004105
4347.688293	-70.801102
4348.361206	-70.237251
4349.034119	-70.373718
4349.707031	-70.077682
4350.379944	-69.955299
4351.052856	-70.033852
4351.725769	-70.069321
4352.398682	-69.561760
4353.071594	-70.200539
4353.744507	-70.475166
4354.417419	-69.946968
4355.090332	-70.321175
4355.763245	-70.602219
4356.436157	-70.127342
4357.109070	-70.374725
4357.781982	-70.769936
4358.454895	-71.046883
4359.127808	-71.057610
4359.800720	-70.864273
4360.473633	-71.122536
4361.146545	-71.468018
4361.819458	-71.460388
4362.492371	-71.599648
4363.165283	-71.615761
4363.838196	-71.300072
4364.511108	-71.131393
4365.184021	-71.157425
4365.856934	-70.925919
4366.529846	-71.126961
4367.202759	-71.374718
4367.875671	-71.598328
4368.548584	-71.266029
4369.221497	-71.654510
4369.894409	-72.032051
4370.567322	-71.504402
4371.240234	-71.549713
4371.913147	-71.909378
4372.586060	-71.705627
4373.258972	-71.946144
4373.931885	-72.306244
4374.604797	-72.350899
4375.277710	-72.352455
4375.950623	-72.240440
4376.623535	-72.192291
4377.296448	-72.656723
4377.969360	-71.934425
4378.642273	-71.628555
4379.315186	-71.678459
4379.988098	-72.101654
4380.661011	-72.417809
4381.333923	-72.058914
4382.006836	-72.248489
4382.679749	-72.281136
4383.352661	-71.890976
4384.025574	-71.867607
4384.698486	-71.874367
4385.371399	-71.640884
4386.044312	-71.879585
4386.717224	-72.250450
4387.390137	-72.278519
4388.063049	-72.155968
4388.735962	-72.319176
4389.408875	-72.447548
4390.081787	-72.124275
4390.754700	-71.779221
4391.427612	-72.043938
4392.100525	-71.955132
4392.773438	-71.949059
4393.446350	-71.487946
4394.119263	-71.164658
4394.792175	-70.759598
4395.465088	-70.949791
4396.138000	-70.670586
4396.810913	-70.486137
4397.483826	-70.043144
4398.156738	-69.818359
4398.829651	-69.722725
4399.502563	-69.280052
4400.175476	-67.497589
4400.848389	-66.463089
4401.521301	-66.243729
4402.194214	-65.308678
4402.867126	-64.612038
4403.540039	-65.032158
4404.212952	-65.074074
4404.885864	-65.648376
4405.558777	-66.829163
4406.231689	-67.512955
4406.904602	-67.714745
4407.577515	-68.102379
4408.250427	-68.821365
4408.923340	-69.473854
4409.596252	-70.094223
4410.269165	-70.229179
4410.942078	-69.769180
4411.614990	-70.190239
4412.287903	-71.127907
4412.960815	-71.722137
4413.633728	-71.217682
4414.306641	-70.789024
4414.979553	-70.750496
4415.652466	-71.297379
4416.325378	-71.771065
4416.998291	-71.853775
4417.671204	-71.745834
4418.344116	-71.757843
4419.017029	-72.146202
4419.689941	-72.289619
4420.362854	-71.878456
4421.035767	-71.803513
4421.708679	-71.591690
4422.381592	-71.505554
4423.054504	-71.471954
4423.727417	-71.107956
4424.400330	-70.973587
4425.073242	-71.225395
4425.746155	-71.045631
4426.419067	-71.227592
4427.091980	-71.706322
4427.764893	-71.311295
4428.437805	-71.340622
4429.110718	-71.614716
4429.783630	-71.418678
4430.456543	-71.478661
4431.129456	-71.442078
4431.802368	-71.274727
4432.475281	-71.546257
4433.148193	-71.460899
4433.821106	-71.596916
4434.494019	-72.236458
4435.166931	-71.490799
4435.839844	-71.274139
4436.512756	-71.867561
4437.185669	-71.527809
4437.858582	-70.940224
4438.531494	-71.345665
4439.204407	-72.446503
4439.877319	-71.654037
4440.550232	-70.492287
4441.223145	-69.900261
4441.896057	-68.995949
4442.568970	-68.894371
4443.241882	-67.847481
4443.914795	-66.579323
4444.587708	-66.913445
4445.260620	-67.627083
4445.933533	-68.251190
4446.606445	-70.047691
4447.279358	-70.955086
4447.952271	-71.825829
4448.625183	-72.880814
4449.298096	-72.593163
4449.971008	-72.261154
4450.643921	-72.661934
4451.316833	-71.845329
4451.989746	-71.243263
4452.662659	-71.806664
4453.335571	-71.212730
4454.008484	-71.121788
4454.681396	-71.624947
4455.354309	-71.387428
4456.027222	-70.591690
4456.700134	-71.158775
4457.373047	-71.540886
4458.045959	-71.667122
4458.718872	-71.620689
4459.391785	-71.928200
4460.064697	-71.970078
4460.737610	-72.078209
4461.410522	-72.323631
4462.083435	-71.856895
4462.756348	-71.780991
4463.429260	-71.928970
4464.102173	-71.714211
4464.775085	-71.843277
4465.447998	-72.396538
4466.120911	-72.124695
4466.793823	-72.056831
4467.466736	-72.260201
4468.139648	-72.588478
4468.812561	-72.601845
4469.485474	-72.642441
4470.158386	-72.576744
4470.831299	-72.449135
4471.504211	-72.764084
4472.177124	-72.638901
4472.850037	-71.950287
4473.522949	-72.222641
4474.195862	-72.293518
4474.868774	-71.737961
4475.541687	-71.709427
4476.214600	-71.611191
4476.887512	-70.804749
4477.560425	-70.732918
4478.233337	-70.649330
4478.906250	-70.571426
4479.579163	-70.260269
4480.252075	-69.820389
4480.924988	-69.300087
4481.597900	-69.161469
4482.270813	-69.637276
4482.943726	-69.325760
4483.616638	-68.537781
4484.289551	-68.659729
4484.962463	-68.778923
4485.635376	-68.684074
4486.308289	-68.924957
4486.981201	-68.631424
4487.654114	-68.329491
4488.327026	-68.351433
4488.999939	-68.178436
4489.672852	-68.045525
4490.345764	-68.172577
4491.018677	-68.230034
4491.691589	-68.122520
4492.364502	-68.798927
4493.037415	-68.813148
4493.710327	-69.353638
4494.383240	-69.404243
4495.056152	-69.011520
4495.729065	-69.336533
4496.401978	-69.807137
4497.074890	-68.919586
4497.747803	-69.235054
4498.420715	-69.181374
4499.093628	-68.926010
4499.766541	-69.458488
4500.439453	-69.401810
4501.112366	-68.690331
4501.785278	-69.047836
4502.458191	-69.589066
4503.131104	-69.624054
4503.804016	-69.835915
4504.476929	-69.842575
4505.149841	-69.831657
4505.822754	-69.797127
4506.495667	-69.746231
4507.168579	-69.981972
4507.841492	-70.261559
4508.514404	-69.780693
4509.187317	-69.881706
4509.860229	-70.278435
4510.533142	-70.274078
4511.206055	-70.275269
4511.878967	-70.423538
4512.551880	-70.083130
4513.224792	-70.232994
4513.897705	-70.728722
4514.570618	-70.517059
4515.243530	-69.947144
4515.916443	-70.291054
4516.589355	-70.687202
4517.262268	-70.593971
4517.935181	-70.567101
4518.608093	-70.861435
4519.281006	-70.773590
4519.953918	-71.021187
4520.626831	-71.560898
4521.299744	-71.865112
4521.972656	-71.498840
4522.645569	-71.621490
4523.318481	-71.868614
4523.991394	-71.437012
4524.664307	-71.656227
4525.337219	-71.709358
4526.010132	-71.368652
4526.683044	-71.326172
4527.355957	-71.526649
4528.028870	-71.460159
4528.701782	-71.380219
4529.374695	-71.556007
4530.047607	-71.786499
4530.720520	-71.857941
4531.393433	-71.806145
4532.066345	-71.900192
4532.739258	-71.798843
4533.412170	-72.106468
4534.085083	-72.203568
4534.757996	-71.965569
4535.430908	-71.939735
4536.103821	-72.286697
4536.776733	-72.581970
4537.449646	-72.656128
4538.122559	-72.803024
4538.795471	-72.655205
4539.468384	-72.320763
4540.141296	-72.296371
4540.814209	-72.235710
4541.487122	-72.554840
4542.160034	-73.044548
4542.832947	-72.544006
4543.505859	-72.340233
4544.178772	-72.383324
4544.851685	-72.077980
4545.524597	-71.620491
4546.197510	-72.096718
4546.870422	-72.673355
4547.543335	-72.447838
4548.216248	-72.274895
4548.889160	-72.105766
4549.562073	-72.992455
4550.234985	-73.311569
4550.907898	-72.832047
4551.580811	-72.769760
4552.253723	-72.578407
4552.926636	-72.885468
4553.599548	-72.593857
4554.272461	-72.555565
4554.945374	-72.943245
4555.618286	-72.217941
4556.291199	-71.884552
4556.964111	-72.281822
4557.637024	-72.014664
4558.309937	-71.815414
4558.982849	-72.405769
4559.655762	-71.898621
4560.328674	-71.479980
4561.001587	-71.544884
4561.674500	-71.123413
4562.347412	-71.438393
4563.020325	-71.630058
4563.693237	-71.554001
4564.366150	-71.463585
4565.039063	-71.457764
4565.711975	-71.704620
4566.384888	-71.765541
4567.057800	-71.814896
4567.730713	-72.114502
4568.403625	-71.996040
4569.076538	-71.536270
4569.749451	-71.527351
4570.422363	-71.673019
4571.095276	-71.374458
4571.768188	-71.490433
4572.441101	-71.703926
4573.114014	-71.394844
4573.786926	-71.015404
4574.459839	-71.288086
4575.132751	-71.380692
4575.805664	-71.503555
4576.478577	-71.298401
4577.151489	-71.431694
4577.824402	-71.827202
4578.497314	-71.965988
4579.170227	-71.961716
4579.843140	-71.708458
4580.516052	-71.388245
4581.188965	-70.614029
4581.861877	-70.499031
4582.534790	-70.733826
4583.207703	-70.382835
4583.880615	-70.292702
4584.553528	-69.975662
4585.226440	-69.669159
4585.899353	-69.796272
4586.572266	-69.724480
4587.245178	-70.117317
4587.918091	-70.449692
4588.591003	-70.384666
4589.263916	-69.946671
4589.936829	-69.453285
4590.609741	-69.502136
4591.282654	-69.219452
4591.955566	-68.937683
4592.628479	-69.232780
4593.301392	-69.232376
4593.974304	-68.870659
4594.647217	-69.149864
4595.320129	-68.635742
4595.993042	-67.998131
4596.665955	-68.076599
4597.338867	-68.310173
4598.011780	-68.053467
4598.684692	-68.403786
4599.357605	-68.348938
4600.030518	-67.626633
4600.703430	-67.179855
4601.376343	-66.778618
4602.049255	-66.756088
4602.722168	-66.944412
4603.395081	-67.288445
4604.067993	-67.484253
4604.740906	-67.850410
4605.413818	-68.518494
4606.086731	-68.556099
4606.759644	-68.592293
4607.432556	-68.556282
4608.105469	-68.143059
4608.778381	-67.884331
4609.451294	-68.225143
4610.124207	-67.840111
4610.797119	-67.617699
4611.470032	-67.940292
4612.142944	-66.688698
4612.815857	-66.309288
4613.488770	-66.293335
4614.161682	-66.018082
4614.834595	-66.143250
4615.507507	-65.896042
4616.180420	-66.034676
4616.853333	-66.308510
4617.526245	-67.083496
4618.199158	-67.715599
4618.872070	-68.177414
4619.544983	-67.582695
4620.217896	-67.068649
4620.890808	-67.321663
4621.563721	-67.718758
4622.236633	-68.376060
4622.909546	-69.952988
4623.582458	-70.335503
4624.255371	-69.852676
4624.928284	-69.911041
4625.601196	-70.818626
4626.274109	-71.060051
4626.947021	-70.616852
4627.619934	-70.788574
4628.292847	-70.535583
4628.965759	-69.651131
4629.638672	-68.676216
4630.311584	-67.511703
4630.984497	-66.833138
4631.657410	-66.779114
4632.330322	-67.180687
4633.003235	-68.315834
4633.676147	-69.995865
4634.349060	-70.264862
4635.021973	-69.749352
4635.694885	-69.681084
4636.367798	-69.283806
4637.040710	-69.288719
4637.713623	-69.784554
4638.386536	-70.255753
4639.059448	-69.790260
4639.732361	-69.400238
4640.405273	-69.128700
4641.078186	-68.780197
4641.751099	-68.415123
4642.424011	-68.753075
4643.096924	-68.804298
4643.769836	-68.735054
4644.442749	-69.256271
4645.115662	-68.826721
4645.788574	-68.834312
4646.461487	-69.113678
4647.134399	-69.171310
4647.807312	-69.026421
4648.480225	-68.954666
4649.153137	-68.572906
4649.826050	-68.304901
4650.498962	-69.098259
4651.171875	-69.911621
4651.844788	-69.846672
4652.517700	-69.819031
4653.190613	-69.868477
4653.863525	-69.679291
4654.536438	-69.903587
4655.209351	-71.034225
4655.882263	-70.352615
4656.555176	-70.291283
4657.228088	-70.966782
4657.901001	-71.044373
4658.573914	-71.387756
4659.246826	-72.234535
4659.919739	-71.695160
4660.592651	-72.147461
4661.265564	-72.306732
4661.938477	-72.283943
4662.611389	-72.100548
4663.284302	-71.788681
4663.957214	-71.807159
4664.630127	-71.549194
4665.303040	-71.345879
4665.975952	-71.361282
4666.648865	-71.657387
4667.321777	-71.942291
4667.994690	-72.288750
4668.667603	-72.221207
4669.340515	-72.319489
4670.013428	-71.975189
4670.686340	-71.796608
4671.359253	-72.423813
4672.032166	-72.144287
4672.705078	-71.539337
4673.377991	-71.401581
4674.050903	-71.247307
4674.723816	-71.296593
4675.396729	-71.836967
4676.069641	-71.208900
4676.742554	-71.044807
4677.415466	-70.936134
4678.088379	-70.509377
4678.761292	-71.058601
4679.434204	-71.710060
4680.107117	-71.644005
4680.780029	-71.383270
4681.452942	-71.190384
4682.125854	-70.615791
4682.798767	-70.732788
4683.471680	-71.602570
4684.144592	-71.483627
4684.817505	-71.398804
4685.490417	-71.457573
4686.163330	-70.868782
4686.836243	-71.217880
4687.509155	-71.387360
4688.182068	-70.718941
4688.854980	-71.086998
4689.527893	-71.180199
4690.200806	-71.227608
4690.873718	-71.314575
4691.546631	-70.890182
4692.219543	-70.650070
4692.892456	-69.536316
4693.565369	-69.700813
4694.238281	-69.581131
4694.911194	-69.113823
4695.584106	-69.084534
4696.257019	-69.230835
4696.929932	-69.438934
4697.602844	-69.471779
4698.275757	-69.607803
4698.948669	-70.031929
4699.621582	-70.500885
4700.294495	-71.186241
4700.967407	-71.127174
4701.640320	-70.983955
4702.313232	-71.579384
4702.986145	-71.784706
4703.659058	-71.820091
4704.331970	-72.275146
4705.004883	-72.228554
4705.677795	-72.415306
4706.350708	-72.673347
4707.023621	-72.383827
4707.696533	-72.342606
4708.369446	-72.979065
4709.042358	-72.995094
4709.715271	-72.640877
4710.388184	-72.538086
4711.061096	-72.068092
4711.734009	-72.027496
4712.406921	-72.893707
4713.079834	-72.514542
4713.752747	-72.673485
4714.425659	-73.066696
4715.098572	-72.843872
4715.771484	-72.674133
4716.444397	-72.425560
4717.117310	-72.289879
4717.790222	-72.532898
4718.463135	-72.790680
4719.136047	-72.426994
4719.808960	-72.079079
4720.481873	-72.653572
4721.154785	-72.061005
4721.827698	-71.519363
4722.500610	-71.913139
4723.173523	-71.959198
4723.846436	-72.049294
4724.519348	-72.165672
4725.192261	-71.783348
4725.865173	-71.387085
4726.538086	-72.006332
4727.210999	-72.506920
4727.883911	-72.584335
4728.556824	-72.211006
4729.229736	-71.064064
4729.902649	-70.800362
4730.575562	-71.272324
4731.248474	-71.168213
4731.921387	-71.277679
4732.594299	-71.874001
4733.267212	-71.557419
4733.940125	-71.398819
4734.613037	-71.631622
4735.285950	-71.934593
4735.958862	-71.675262
4736.631775	-71.729439
4737.304688	-72.190514
4737.977600	-71.652290
4738.650513	-71.166618
4739.323425	-72.164299
4739.996338	-72.469536
4740.669250	-71.812408
4741.342163	-72.212471
4742.015076	-71.929680
4742.687988	-71.654640
4743.360901	-71.469025
4744.033813	-71.631432
4744.706726	-71.348152
4745.379639	-71.571785
4746.052551	-71.830574
4746.725464	-71.832260
4747.398376	-71.628494
4748.071289	-71.511589
4748.744202	-71.615669
4749.417114	-71.878258
4750.090027	-72.121696
4750.762939	-72.164093
4751.435852	-72.431763
4752.108765	-72.217056
4752.781677	-71.667786
4753.454590	-71.060112
4754.127502	-71.553207
4754.800415	-71.722839
4755.473328	-71.068611
4756.146240	-70.885101
4756.819153	-71.090668
4757.492065	-70.671982
4758.164978	-69.941444
4758.837891	-70.134117
4759.510803	-69.837944
4760.183716	-70.312943
4760.856628	-70.307732
4761.529541	-70.163635
4762.202454	-69.832184
4762.875366	-69.802879
4763.548279	-69.721603
4764.221191	-69.763916
4764.894104	-69.973137
4765.567017	-70.113861
4766.239929	-69.675194
4766.912842	-69.512299
4767.585754	-69.846916
4768.258667	-69.973236
4768.931580	-70.376129
4769.604492	-70.700325
4770.277405	-70.471664
4770.950317	-69.647736
4771.623230	-69.268784
4772.296143	-68.175446
4772.969055	-68.596512
4773.641968	-69.343864
4774.314880	-68.843819
4774.987793	-68.979271
4775.660706	-70.393646
4776.333618	-71.710464
4777.006531	-71.541641
4777.679443	-71.114807
4778.352356	-70.208702
4779.025269	-70.600670
4779.698181	-71.443443
4780.371094	-72.133362
4781.044006	-71.335930
4781.716919	-70.819946
4782.389832	-71.019852
4783.062744	-71.104851
4783.735657	-70.918167
4784.408569	-71.409203
4785.081482	-71.483147
4785.754395	-71.216843
4786.427307	-71.241898
4787.100220	-71.269485
4787.773132	-71.023247
4788.446045	-70.948227
4789.118958	-70.350166
4789.791870	-69.783310
4790.464783	-70.216820
4791.137695	-70.814568
4791.810608	-70.517204
4792.483521	-71.043320
4793.156433	-70.275642
4793.829346	-69.689713
4794.502258	-70.132912
4795.175171	-71.127014
4795.848083	-71.244934
4796.520996	-71.150261
4797.193909	-71.637131
4797.866821	-71.624786
4798.539734	-71.988739
4799.212646	-72.079651
4799.885559	-71.349983
4800.558472	-70.490158
4801.231384	-70.595932
4801.904297	-70.935440
4802.577209	-70.748772
4803.250122	-71.261124
4803.923035	-71.169327
