Frequency (Hz)	Level (dB)
4804.595947	-71.321136
4805.268860	-71.647392
4805.941772	-70.820961
4806.614685	-70.560966
4807.287598	-71.055298
4807.960510	-71.215744
4808.633423	-70.824715
4809.306335	-71.211182
4809.979248	-71.013626
4810.652161	-70.734802
4811.325073	-70.580971
4811.997986	-70.201439
4812.670898	-70.280449
4813.343811	-71.364449
4814.016724	-70.546806
4814.689636	-70.310738
4815.362549	-70.832451
4816.035461	-70.853401
4816.708374	-71.181969
4817.381287	-71.107376
4818.054199	-70.872246
4818.727112	-71.267944
4819.400024	-70.748810
4820.072937	-70.737137
4820.745850	-71.729408
4821.418762	-71.766289
4822.091675	-71.523819
4822.764587	-71.449905
4823.437500	-71.431053
4824.110413	-71.418564
4824.783325	-71.006714
4825.456238	-71.426582
4826.129150	-71.949806
4826.802063	-71.494873
4827.474976	-71.589676
4828.147888	-71.623779
4828.820801	-71.085014
4829.493713	-71.084488
4830.166626	-71.322205
4830.839539	-70.663017
4831.512451	-70.537262
4832.185364	-70.616081
4832.858276	-70.685829
4833.531189	-70.805290
4834.204102	-71.279579
4834.877014	-70.608749
4835.549927	-70.563454
4836.222839	-71.222702
4836.895752	-70.827171
4837.568665	-71.241791
4838.241577	-70.976143
4838.914490	-70.629822
4839.587402	-70.469788
4840.260315	-70.440086
4840.933228	-70.184006
4841.606140	-70.106781
4842.279053	-70.818115
4842.951965	-70.595619
4843.624878	-70.262711
4844.297791	-70.196304
4844.970703	-70.173637
4845.643616	-70.791649
4846.316528	-71.043938
4846.989441	-70.594528
4847.662354	-70.602684
4848.335266	-70.314384
4849.008179	-70.449226
4849.681091	-70.461517
4850.354004	-70.511192
4851.026917	-70.694588
4851.699829	-70.321007
4852.372742	-70.006973
4853.045654	-69.782455
4853.718567	-70.466515
4854.391479	-69.875862
4855.064392	-70.279007
4855.737305	-71.205879
4856.410217	-70.438446
4857.083130	-70.427216
4857.756042	-70.223557
4858.428955	-69.989845
4859.101868	-70.246483
4859.774780	-70.000648
4860.447693	-70.136238
4861.120605	-70.843468
4861.793518	-70.856827
4862.466431	-70.277664
4863.139343	-70.356071
4863.812256	-70.865700
4864.485168	-70.393768
4865.158081	-70.133751
4865.830994	-70.575836
4866.503906	-70.256210
4867.176819	-70.439835
4867.849731	-70.519897
4868.522644	-70.176880
4869.195557	-70.297112
4869.868469	-70.720291
4870.541382	-70.853935
4871.214294	-70.945541
4871.887207	-70.781975
4872.560120	-70.583916
4873.233032	-70.850853
4873.905945	-70.925583
4874.578857	-70.673950
4875.251770	-70.877159
4875.924683	-70.843803
4876.597595	-70.859795
4877.270508	-71.009827
4877.943420	-71.116714
4878.616333	-71.677094
4879.289246	-71.842163
4879.962158	-71.509521
4880.635071	-71.033485
4881.307983	-70.897713
4881.980896	-71.159454
4882.653809	-71.606369
4883.326721	-71.754478
4883.999634	-71.645691
4884.672546	-71.447540
4885.345459	-71.209038
4886.018372	-71.365059
4886.691284	-71.515862
4887.364197	-71.417915
4888.037109	-71.323708
4888.710022	-71.426079
4889.382935	-71.433243
4890.055847	-71.120018
4890.728760	-71.418991
4891.401672	-71.769859
4892.074585	-71.535690
4892.747498	-71.465332
4893.420410	-71.592529
4894.093323	-71.453773
4894.766235	-71.779732
4895.439148	-71.765579
4896.112061	-71.759377
4896.784973	-71.817055
4897.457886	-71.862091
4898.130798	-71.570595
4898.803711	-71.425858
4899.476624	-71.185577
4900.149536	-70.815651
4900.822449	-70.995537
4901.495361	-70.928543
4902.168274	-70.869820
4902.841187	-71.320549
4903.514099	-71.335945
4904.187012	-70.521767
4904.859924	-70.725174
4905.532837	-71.388557
4906.205750	-70.855080
4906.878662	-70.826721
4907.551575	-71.212402
4908.224487	-70.380486
4908.897400	-70.385056
4909.570313	-71.159340
4910.243225	-70.808807
4910.916138	-70.429573
4911.589050	-71.125854
4912.261963	-70.592201
4912.934875	-70.356339
4913.607788	-71.017929
4914.280701	-70.703461
4914.953613	-69.587173
4915.626526	-69.734680
4916.299438	-70.586624
4916.972351	-69.986572
4917.645264	-70.780182
4918.318176	-71.185356
4918.991089	-70.813576
4919.664001	-70.968330
4920.336914	-70.974030
4921.009827	-70.823921
4921.682739	-70.964363
4922.355652	-70.722801
4923.028564	-70.344208
4923.701477	-70.166847
4924.374390	-69.776489
4925.047302	-70.032898
4925.720215	-70.519745
4926.393127	-70.449280
4927.066040	-70.383110
4927.738953	-70.408859
4928.411865	-70.607162
4929.084778	-70.452858
4929.757690	-70.515968
4930.430603	-70.066811
4931.103516	-69.774712
4931.776428	-69.524818
4932.449341	-69.024864
4933.122253	-68.703629
4933.795166	-69.024055
4934.468079	-68.654129
4935.140991	-68.806183
4935.813904	-69.539558
4936.486816	-69.072784
4937.159729	-68.735504
4937.832642	-67.969826
4938.505554	-68.395630
4939.178467	-68.177086
4939.851379	-67.407524
4940.524292	-67.218727
4941.197205	-66.679718
4941.870117	-65.998665
4942.543030	-65.716370
4943.215942	-65.371162
4943.888855	-65.996956
4944.561768	-66.284286
4945.234680	-66.549217
4945.907593	-67.913773
4946.580505	-68.201035
4947.253418	-68.350243
4947.926331	-69.282707
4948.599243	-69.442131
4949.272156	-69.550797
4949.945068	-69.554207
4950.617981	-68.715813
4951.290894	-68.587410
4951.963806	-68.666992
4952.636719	-68.784050
4953.309631	-68.974174
4953.982544	-69.167290
4954.655457	-69.210365
4955.328369	-69.646706
4956.001282	-69.826347
4956.674194	-70.105606
4957.347107	-69.784767
4958.020020	-70.039124
4958.692932	-70.417587
4959.365845	-70.330292
4960.038757	-70.066910
4960.711670	-69.829956
4961.384583	-69.808693
4962.057495	-70.250633
4962.730408	-69.926109
4963.403320	-69.698570
4964.076233	-70.005959
4964.749146	-69.899696
4965.422058	-69.578941
4966.094971	-70.035576
4966.767883	-69.862823
4967.440796	-69.636108
4968.113708	-69.633850
4968.786621	-69.438019
4969.459534	-69.594154
4970.132446	-69.668930
4970.805359	-69.132111
4971.478271	-69.477379
4972.151184	-69.719292
4972.824097	-69.350258
4973.497009	-69.833427
4974.169922	-69.764877
4974.842834	-69.324631
4975.515747	-69.995514
4976.188660	-70.029190
4976.861572	-69.449554
4977.534485	-69.690636
4978.207397	-70.061012
4978.880310	-70.256798
4979.553223	-69.868088
4980.226135	-69.549187
4980.899048	-69.725403
4981.571960	-69.774391
4982.244873	-69.215393
4982.917786	-69.254158
4983.590698	-69.759270
4984.263611	-69.391136
4984.936523	-68.942116
4985.609436	-68.902847
4986.282349	-68.370644
4986.955261	-67.767334
4987.628174	-67.620369
4988.301086	-67.438362
4988.973999	-67.165955
4989.646912	-67.305328
4990.319824	-67.404587
4990.992737	-67.004471
4991.665649	-66.836517
4992.338562	-67.515976
4993.011475	-68.282532
4993.684387	-69.015884
4994.357300	-69.294479
4995.030212	-69.119896
4995.703125	-68.731133
4996.376038	-69.111473
4997.048950	-68.922760
4997.721863	-68.651764
4998.394775	-69.206314
4999.067688	-69.138443
4999.740601	-69.320679
5000.413513	-69.281380
5001.086426	-69.696564
5001.759338	-69.635666
5002.432251	-69.555405
5003.105164	-69.765297
5003.778076	-69.845078
5004.450989	-68.875992
5005.123901	-68.956940
5005.796814	-69.165184
5006.469727	-69.219482
5007.142639	-69.791893
5007.815552	-69.820084
5008.488464	-69.501633
5009.161377	-69.505592
5009.834290	-69.813461
5010.507202	-69.759102
5011.180115	-69.998596
5011.853027	-69.895966
5012.525940	-69.835884
5013.198853	-69.732246
5013.871765	-69.386459
5014.544678	-69.267685
5015.217590	-69.649773
5015.890503	-69.507706
5016.563416	-69.246727
5017.236328	-69.335342
5017.909241	-69.117683
5018.582153	-69.575012
5019.255066	-70.382782
5019.927979	-70.045792
5020.600891	-69.697159
5021.273804	-69.699524
5021.946716	-69.328232
5022.619629	-69.729126
5023.292542	-70.173119
5023.965454	-69.265930
5024.638367	-69.758873
5025.311279	-69.605499
5025.984192	-68.762688
5026.657104	-69.549202
5027.330017	-69.755371
5028.002930	-69.084579
5028.675842	-69.953049
5029.348755	-70.483200
5030.021667	-69.034050
5030.694580	-69.581543
5031.367493	-70.322647
5032.040405	-69.267036
5032.713318	-69.614929
5033.386230	-69.923027
5034.059143	-69.200142
5034.732056	-69.183083
5035.404968	-69.745789
5036.077881	-69.553215
5036.750793	-69.233574
5037.423706	-69.977570
5038.096619	-69.849442
5038.769531	-69.755806
5039.442444	-69.779831
5040.115356	-69.939011
5040.788269	-70.101997
5041.461182	-69.986145
5042.134094	-70.277435
5042.807007	-69.950806
5043.479919	-69.392593
5044.152832	-69.882515
5044.825745	-69.723785
5045.498657	-69.767799
5046.171570	-70.125046
5046.844482	-69.823387
5047.517395	-69.496941
5048.190308	-70.486481
5048.863220	-70.410919
5049.536133	-70.057678
5050.209045	-70.212273
5050.881958	-70.052475
5051.554871	-70.195992
5052.227783	-70.553589
5052.900696	-70.115540
5053.573608	-69.468605
5054.246521	-70.036148
5054.919434	-70.016388
5055.592346	-69.374443
5056.265259	-69.319801
5056.938171	-69.795944
5057.611084	-70.075226
5058.283997	-70.047874
5058.956909	-69.850510
5059.629822	-69.514824
5060.302734	-69.530457
5060.975647	-69.512177
5061.648560	-69.947395
5062.321472	-70.168907
5062.994385	-70.236389
5063.667297	-70.163017
5064.340210	-70.305138
5065.013123	-70.454201
5065.686035	-70.340729
5066.358948	-70.366127
5067.031860	-70.354698
5067.704773	-70.065994
5068.377686	-69.823357
5069.050598	-69.830490
5069.723511	-70.188263
5070.396423	-70.155861
5071.069336	-70.327873
5071.742249	-70.235870
5072.415161	-69.756958
5073.088074	-69.910027
5073.760986	-70.177742
5074.433899	-69.563423
5075.106812	-69.552528
5075.779724	-69.762756
5076.452637	-69.927078
5077.125549	-69.618462
5077.798462	-69.972443
5078.471375	-69.734863
5079.144287	-69.934219
5079.817200	-70.017914
5080.490112	-70.211182
5081.163025	-70.378609
5081.835938	-70.133766
5082.508850	-69.994644
5083.181763	-70.522865
5083.854675	-70.334068
5084.527588	-70.166527
5085.200500	-70.148750
5085.873413	-70.553749
5086.546326	-70.441177
5087.219238	-70.565407
5087.892151	-70.742050
5088.565063	-70.757477
5089.237976	-70.505348
5089.910889	-70.976608
5090.583801	-70.110626
5091.256714	-69.363312
5091.929626	-70.346519
5092.602539	-70.405602
5093.275452	-70.298943
5093.948364	-70.671471
5094.621277	-70.535080
5095.294189	-70.083557
5095.967102	-69.824127
5096.640015	-69.761223
5097.312927	-69.484612
5097.985840	-69.845215
5098.658752	-70.931976
5099.331665	-70.491615
5100.004578	-69.778381
5100.677490	-70.065353
5101.350403	-70.352913
5102.023315	-70.533897
5102.696228	-71.173370
5103.369141	-70.903214
5104.042053	-70.368797
5104.714966	-70.634384
5105.387878	-70.419006
5106.060791	-70.427574
5106.733704	-71.061493
5107.406616	-70.903053
5108.079529	-70.846848
5108.752441	-70.833694
5109.425354	-70.423782
5110.098267	-70.635742
5110.771179	-70.837906
5111.444092	-70.238503
5112.117004	-70.128639
5112.789917	-70.279999
5113.462830	-70.530777
5114.135742	-70.322037
5114.808655	-70.505112
5115.481567	-70.981712
5116.154480	-70.311226
5116.827393	-69.904640
5117.500305	-70.178635
5118.173218	-70.263535
5118.846130	-70.247581
5119.519043	-70.292099
5120.191956	-70.283295
5120.864868	-70.972519
5121.537781	-70.374657
5122.210693	-69.562370
5122.883606	-69.632439
5123.556519	-70.672539
5124.229431	-70.644806
5124.902344	-70.284828
5125.575256	-70.321899
5126.248169	-70.259666
5126.921082	-70.411713
5127.593994	-70.094505
5128.266907	-70.582726
5128.939819	-70.428398
5129.612732	-69.844414
5130.285645	-70.168861
5130.958557	-70.088318
5131.631470	-69.938087
5132.304382	-69.538246
5132.977295	-70.034607
5133.650208	-70.424667
5134.323120	-70.170967
5134.996033	-70.385063
5135.668945	-70.484467
5136.341858	-70.557434
5137.014771	-71.032242
5137.687683	-70.780830
5138.360596	-70.363541
5139.033508	-70.016090
5139.706421	-70.829323
5140.379333	-70.638863
5141.052246	-70.102684
5141.725159	-71.243401
5142.398071	-70.588600
5143.070984	-70.009010
5143.743896	-70.934387
5144.416809	-71.496284
5145.089722	-70.915627
5145.762634	-70.961975
5146.435547	-70.548134
5147.108459	-69.945946
5147.781372	-70.149017
5148.454285	-70.168365
5149.127197	-70.089203
5149.800110	-70.308411
5150.473022	-70.657578
5151.145935	-70.020920
5151.818848	-69.777588
5152.491760	-70.367622
5153.164673	-70.500832
5153.837585	-69.982422
5154.510498	-69.905716
5155.183411	-69.688210
5155.856323	-69.403847
5156.529236	-69.940353
5157.202148	-70.132072
5157.875061	-70.195183
5158.547974	-70.295547
5159.220886	-69.973099
5159.893799	-70.120621
5160.566711	-70.989372
5161.239624	-70.641991
5161.912537	-70.092171
5162.585449	-69.840729
5163.258362	-69.753212
5163.931274	-70.103439
5164.604187	-70.353500
5165.277100	-70.309875
5165.950012	-70.372421
5166.622925	-69.902039
5167.295837	-70.157639
5167.968750	-70.268494
5168.641663	-70.011406
5169.314575	-70.237862
5169.987488	-70.004272
5170.660400	-69.973724
5171.333313	-70.374062
5172.006226	-70.324181
5172.679138	-70.283722
5173.352051	-70.853844
5174.024963	-71.048805
5174.697876	-71.001022
5175.370789	-71.347504
5176.043701	-71.276985
5176.716614	-70.956070
5177.389526	-71.165367
5178.062439	-71.556557
5178.735352	-70.946571
5179.408264	-70.632225
5180.081177	-70.251305
5180.754089	-70.270523
5181.427002	-70.194580
5182.099915	-69.859619
5182.772827	-70.460678
5183.445740	-70.313507
5184.118652	-69.665817
5184.791565	-70.313332
5185.464478	-70.420692
5186.137390	-69.718719
5186.810303	-69.605194
5187.483215	-69.485641
5188.156128	-69.720062
5188.829041	-69.400391
5189.501953	-69.814278
5190.174866	-70.304596
5190.847778	-69.746071
5191.520691	-69.270126
5192.193604	-69.865875
5192.866516	-70.314110
5193.539429	-70.433876
5194.212341	-70.572472
5194.885254	-69.930824
5195.558167	-69.856262
5196.231079	-69.943192
5196.903992	-70.063591
5197.576904	-70.125710
5198.249817	-69.066452
5198.922729	-68.585846
5199.595642	-69.088593
5200.268555	-69.302635
5200.941467	-69.020401
5201.614380	-68.785095
5202.287292	-68.691391
5202.960205	-68.831200
5203.633118	-68.763184
5204.306030	-68.850555
5204.978943	-69.182938
5205.651855	-68.799957
5206.324768	-69.105797
5206.997681	-69.355141
5207.670593	-68.851112
5208.343506	-69.429115
5209.016418	-69.677551
5209.689331	-69.749039
5210.362244	-69.741096
5211.035156	-69.550285
5211.708069	-69.409294
5212.380981	-69.551521
5213.053894	-69.617645
5213.726807	-69.955750
5214.399719	-69.990280
5215.072632	-70.025986
5215.745544	-69.971115
5216.418457	-69.972992
5217.091370	-70.166847
5217.764282	-70.057083
5218.437195	-69.869423
5219.110107	-69.973869
5219.783020	-69.911835
5220.455933	-70.084579
5221.128845	-70.202217
5221.801758	-70.665100
5222.474670	-70.559921
5223.147583	-69.831017
5223.820496	-70.210564
5224.493408	-70.240189
5225.166321	-69.937592
5225.839233	-70.373314
5226.512146	-70.221794
5227.185059	-70.178703
5227.857971	-70.308678
5228.530884	-70.421921
5229.203796	-70.289337
5229.876709	-70.176941
5230.549622	-70.294914
5231.222534	-70.228905
5231.895447	-69.674110
5232.568359	-69.858360
5233.241272	-69.981918
5233.914185	-69.386765
5234.587097	-69.655769
5235.260010	-69.762276
5235.932922	-69.855545
5236.605835	-69.975250
5237.278748	-69.920441
5237.951660	-69.130486
5238.624573	-69.058327
5239.297485	-69.619667
5239.970398	-69.469978
5240.643311	-70.010742
5241.316223	-69.864014
5241.989136	-69.333015
5242.662048	-68.833260
5243.334961	-68.948074
5244.007874	-69.150078
5244.680786	-69.311752
5245.353699	-69.423805
5246.026611	-68.928955
5246.699524	-68.970757
5247.372437	-69.192352
5248.045349	-69.580513
5248.718262	-69.431648
5249.391174	-69.218086
5250.064087	-69.711166
5250.737000	-69.685387
5251.409912	-68.962601
5252.082825	-69.154999
5252.755737	-68.925507
5253.428650	-68.775139
5254.101563	-69.011566
5254.774475	-69.229118
5255.447388	-69.279228
5256.120300	-69.432533
5256.793213	-69.544662
5257.466125	-69.774284
5258.139038	-69.510818
5258.811951	-69.776665
5259.484863	-69.351570
5260.157776	-69.331657
5260.830688	-69.365486
5261.503601	-69.296524
5262.176514	-68.946922
5262.849426	-68.858444
5263.522339	-68.357903
5264.195251	-67.924789
5264.868164	-68.184944
5265.541077	-68.426140
5266.213989	-67.776672
5266.886902	-67.983932
5267.559814	-68.273727
5268.232727	-67.445976
5268.905640	-67.434608
5269.578552	-67.948807
5270.251465	-68.156906
5270.924377	-68.331802
5271.597290	-68.575233
5272.270203	-68.609512
5272.943115	-68.941742
5273.616028	-69.018677
5274.288940	-68.924866
5274.961853	-68.947220
5275.634766	-69.014915
5276.307678	-68.581146
5276.980591	-68.187134
5277.653503	-67.912094
5278.326416	-67.492783
5278.999329	-67.787071
5279.672241	-68.359993
5280.345154	-68.185593
5281.018066	-67.895134
5281.690979	-68.240532
